browsers final changes
Firefox,,59,0.00373134328358
Firefox,,58,0.0597014925373
Firefox,,55,0.0111940298507
Firefox,,54,0.00373134328358
Firefox,,57,0.22014925373093996
Firefox,,56,0.0373134328358
""
versions final changes
""
browsers every changes
Firefox,55,57,0.00373134328358
Firefox,54,56,0.0186567164179
Firefox,57,56,0.0186567164179
Firefox,57,58,0.0597014925373
Firefox,56,55,0.0111940298507
Firefox,56,54,0.00373134328358
Firefox,56,57,0.21641791044735997
Firefox,58,59,0.00373134328358
""
versions every changes
