Arial_Courier_Courier_New_Georgia_Helvetica_Monaco_Palatino_Tahoma_Times_Times_New_Roman_Verdana_Wingdings_2_Wingdings_3_Baskerville_Bauhaus_93_Bodoni_72_Bodoni_72_Oldstyle_Bodoni_72_Smallcaps_Bookshelf_Symbol_7_English_111_Vivace_BT_GeoSlab_703_Lt_BT_GeoSlab_703_XBd_BT_Humanst_521_Cn_BT_Modern_No._20_Univers_CE_55_Medium Arial_Arial_Black_Arial_Narrow_Arial_Unicode_MS_Book_Antiqua_Bookman_Old_Style_Calibri_Cambria_Cambria_Math_Century_Century_Gothic_Century_Schoolbook_Comic_Sans_MS_Consolas_Courier_Courier_New_Garamond_Georgia_Helvetica_Impact_Lucida_Bright_Lucida_Calligraphy_Lucida_Console_Lucida_Fax_Lucida_Handwriting_Lucida_Sans_Lucida_Sans_Typewriter_Lucida_Sans_Unicode_Microsoft_Sans_Serif_Monotype_Corsiva_MS_Gothic_MS_Outlook_MS_PGothic_MS_Reference_Sans_Serif_MS_Sans_Serif_MS_Serif_Palatino_Linotype_Segoe_Print_Segoe_Script_Segoe_UI_Segoe_UI_Light_Segoe_UI_Semibold_Segoe_UI_Symbol_Tahoma_Times_Times_New_Roman_Trebuchet_MS_Verdana_Wingdings_Wingdings_2_Wingdings_3_Agency_FB_Aharoni_Algerian_Andalus_Angsana_New_AngsanaUPC_Aparajita_Arabic_Typesetting_Baskerville_Old_Face_Batang_BatangChe_Bauhaus_93_Bell_MT_Berlin_Sans_FB_Bernard_MT_Condensed_Blackadder_ITC_Bodoni_72_Bodoni_72_Oldstyle_Bodoni_72_Smallcaps_Bodoni_MT_Bodoni_MT_Black_Bodoni_MT_Condensed_Bookshelf_Symbol_7_Bradley_Hand_ITC_Broadway_Browallia_New_BrowalliaUPC_Brush_Script_MT_Californian_FB_Calisto_MT_Candara_Castellar_Centaur_Chiller_Colonna_MT_Constantia_Cooper_Black_Copperplate_Gothic_Copperplate_Gothic_Light_Corbel_Cordia_New_CordiaUPC_Curlz_MT_DaunPenh_David_DFKai-SB_DilleniaUPC_DokChampa_Dotum_DotumChe_Ebrima_Edwardian_Script_ITC_Elephant_English_111_Vivace_BT_Engravers_MT_EucrosiaUPC_Euphemia_FangSong_Felix_Titling_Footlight_MT_Light_Forte_FrankRuehl_FreesiaUPC_Freestyle_Script_French_Script_MT_Gabriola_Gautami_GeoSlab_703_Lt_BT_GeoSlab_703_XBd_BT_Gigi_Gill_Sans_MT_Gill_Sans_MT_Condensed_Gisha_Goudy_Old_Style_Goudy_Stout_Gulim_GulimChe_Gungsuh_GungsuhChe_Haettenschweiler_Harrington_High_Tower_Text_Humanst_521_Cn_BT_Imprint_MT_Shadow_Informal_Roman_IrisUPC_Iskoola_Pota_JasmineUPC_Jokerman_Juice_ITC_KaiTi_Kalinga_Kartika_Khmer_UI_KodchiangUPC_Kokila_Kristen_ITC_Kunstler_Script_Lao_UI_Latha_Leelawadee_Levenim_MT_LilyUPC_Magneto_Maiandra_GD_Malgun_Gothic_Mangal_Marlett_Matura_MT_Script_Capitals_Meiryo_Meiryo_UI_Microsoft_Himalaya_Microsoft_JhengHei_Microsoft_New_Tai_Lue_Microsoft_PhagsPa_Microsoft_Tai_Le_Microsoft_Uighur_Microsoft_YaHei_Microsoft_Yi_Baiti_MingLiU_MingLiU_HKSCS_MingLiU_HKSCS-ExtB_MingLiU-ExtB_Miriam_Miriam_Fixed_Mistral_Modern_No._20_Mongolian_Baiti_MoolBoran_MS_Mincho_MS_PMincho_MS_Reference_Specialty_MS_UI_Gothic_MT_Extra_MV_Boli_Narkisim_Niagara_Engraved_Niagara_Solid_NSimSun_Nyala_Old_English_Text_MT_Onyx_Palace_Script_MT_Papyrus_Parchment_Perpetua_Perpetua_Titling_MT_Plantagenet_Cherokee_Playbill_PMingLiU_PMingLiU-ExtB_Poor_Richard_Pristina_Raavi_Ravie_Rockwell_Rockwell_Condensed_Rod_Sakkal_Majalla_Shonar_Bangla_Showcard_Gothic_Shruti_SimHei_Simplified_Arabic_Simplified_Arabic_Fixed_SimSun_SimSun-ExtB_Snap_ITC_Stencil_Sylfaen_Tempus_Sans_ITC_Traditional_Arabic_Tunga_Tw_Cen_MT_Tw_Cen_MT_Condensed_Univers_CE_55_Medium_Utsaah_Vani_Vijaya_Viner_Hand_ITC_Vivaldi_Vladimir_Script_Vrinda_Wide_Latin Arial_Arial_Black_Arial_Narrow_Calibri_Cambria_Cambria_Math_Comic_Sans_MS_Consolas_Courier_Courier_New_Georgia_Helvetica_Impact_Lucida_Console_Lucida_Sans_Unicode_Microsoft_Sans_Serif_MS_Gothic_MS_PGothic_MS_Sans_Serif_MS_Serif_Palatino_Linotype_Segoe_Print_Segoe_Script_Segoe_UI_Segoe_UI_Light_Segoe_UI_Semibold_Segoe_UI_Symbol_Tahoma_Times_Times_New_Roman_Trebuchet_MS_Verdana_Wingdings_Wingdings_2_Wingdings_3_Bauhaus_93_Bodoni_72_Bodoni_72_Oldstyle_Bodoni_72_Smallcaps_Bookshelf_Symbol_7_Candara_Constantia_Corbel_Ebrima_English_111_Vivace_BT_Gabriola_GeoSlab_703_Lt_BT_GeoSlab_703_XBd_BT_Humanst_521_Cn_BT_Malgun_Gothic_Marlett_Microsoft_Himalaya_Microsoft_JhengHei_Microsoft_New_Tai_Lue_Microsoft_PhagsPa_Microsoft_Tai_Le_Microsoft_YaHei_Microsoft_Yi_Baiti_MingLiU_HKSCS-ExtB_MingLiU-ExtB_Modern_No._20_Mongolian_Baiti_MS_UI_Gothic_MV_Boli_NSimSun_PMingLiU-ExtB_SimSun_SimSun-ExtB_Sylfaen_Univers_CE_55_Medium Arial_Arial_Black_Arial_Narrow_Book_Antiqua_Bookman_Old_Style_Calibri_Cambria_Cambria_Math_Century_Century_Gothic_Century_Schoolbook_Comic_Sans_MS_Consolas_Courier_Courier_New_Garamond_Georgia_Helvetica_Impact_Lucida_Bright_Lucida_Calligraphy_Lucida_Console_Lucida_Fax_Lucida_Handwriting_Lucida_Sans_Lucida_Sans_Typewriter_Lucida_Sans_Unicode_Microsoft_Sans_Serif_Monotype_Corsiva_MS_Gothic_MS_Outlook_MS_PGothic_MS_Reference_Sans_Serif_MS_Sans_Serif_MS_Serif_Palatino_Linotype_Segoe_Print_Segoe_Script_Segoe_UI_Segoe_UI_Light_Segoe_UI_Semibold_Segoe_UI_Symbol_Tahoma_Times_Times_New_Roman_Trebuchet_MS_Verdana_Wingdings_Wingdings_2_Wingdings_3_Agency_FB_Algerian_Baskerville_Old_Face_Bauhaus_93_Bell_MT_Berlin_Sans_FB_Bernard_MT_Condensed_Blackadder_ITC_Bodoni_72_Bodoni_72_Oldstyle_Bodoni_72_Smallcaps_Bodoni_MT_Bodoni_MT_Black_Bodoni_MT_Condensed_Bookshelf_Symbol_7_Bradley_Hand_ITC_Broadway_Brush_Script_MT_Californian_FB_Calisto_MT_Candara_Castellar_Centaur_Chiller_Colonna_MT_Constantia_Cooper_Black_Copperplate_Gothic_Copperplate_Gothic_Light_Corbel_Curlz_MT_Ebrima_Edwardian_Script_ITC_Elephant_English_111_Vivace_BT_Engravers_MT_Felix_Titling_Footlight_MT_Light_Forte_Freestyle_Script_French_Script_MT_Gabriola_GeoSlab_703_Lt_BT_GeoSlab_703_XBd_BT_Gigi_Gill_Sans_MT_Gill_Sans_MT_Condensed_Goudy_Old_Style_Goudy_Stout_Haettenschweiler_Harrington_High_Tower_Text_Humanst_521_Cn_BT_Imprint_MT_Shadow_Informal_Roman_Jokerman_Juice_ITC_Kristen_ITC_Kunstler_Script_Magneto_Maiandra_GD_Malgun_Gothic_Marlett_Matura_MT_Script_Capitals_Microsoft_Himalaya_Microsoft_JhengHei_Microsoft_New_Tai_Lue_Microsoft_PhagsPa_Microsoft_Tai_Le_Microsoft_YaHei_Microsoft_Yi_Baiti_MingLiU_HKSCS-ExtB_MingLiU-ExtB_Mistral_Modern_No._20_Mongolian_Baiti_MS_Reference_Specialty_MS_UI_Gothic_MT_Extra_MV_Boli_Niagara_Engraved_Niagara_Solid_NSimSun_Old_English_Text_MT_Onyx_Palace_Script_MT_Papyrus_Parchment_Perpetua_Perpetua_Titling_MT_Playbill_PMingLiU-ExtB_Poor_Richard_Pristina_Ravie_Rockwell_Rockwell_Condensed_Showcard_Gothic_SimSun_SimSun-ExtB_Snap_ITC_Stencil_Sylfaen_Tempus_Sans_ITC_Tw_Cen_MT_Tw_Cen_MT_Condensed_Univers_CE_55_Medium_Viner_Hand_ITC_Vivaldi_Vladimir_Script_Wide_Latin others
2017-11-21 18.373 7.831 1.506 2.711 69.578 
2017-11-22 22.437 3.397 1.589 1.284 71.294 
2017-11-23 21.464 3.067 1.326 1.371 72.771 
2017-11-24 23.163 2.695 1.454 1.063 71.625 
2017-11-25 25.242 2.196 1.360 1.098 70.104 
2017-11-26 27.518 1.815 1.622 1.085 67.960 
2017-11-27 21.929 3.383 1.425 1.249 72.015 
2017-11-28 22.058 3.652 1.255 1.386 71.650 
2017-11-29 18.995 4.239 1.416 1.490 73.861 
2017-11-30 23.115 3.145 1.276 1.322 71.141 
2017-12-1 24.098 2.597 1.498 1.146 70.660 
2017-12-2 26.550 2.202 1.543 1.021 68.685 
2017-12-3 26.725 1.675 1.372 1.023 69.205 
2017-12-4 22.887 3.300 1.334 1.414 71.065 
2017-12-5 24.252 2.833 1.453 1.234 70.228 
2017-12-6 24.484 3.101 1.330 1.229 69.856 
2017-12-7 28.203 3.201 1.260 1.253 66.084 
2017-12-8 28.090 2.418 1.372 1.227 66.893 
2017-12-9 29.666 1.672 1.389 1.178 66.096 
2017-12-10 30.234 1.738 1.405 1.125 65.498 
2017-12-11 24.665 3.021 1.460 1.340 69.513 
2017-12-12 29.023 2.750 1.121 1.276 65.830 
2017-12-13 27.951 2.851 1.098 1.197 66.903 
2017-12-14 32.708 2.785 0.970 0.991 62.546 
2017-12-15 26.614 2.130 1.377 1.441 68.438 
2017-12-16 35.044 1.306 1.266 1.069 61.314 
2017-12-17 35.917 1.515 1.223 0.888 60.457 
2017-12-18 29.014 2.592 1.293 1.265 65.837 
2017-12-19 28.212 2.552 1.315 1.159 66.762 
2017-12-20 25.794 2.412 1.443 1.220 69.131 
2017-12-21 26.832 2.273 1.427 1.207 68.261 
2017-12-22 24.435 2.222 1.484 1.116 70.743 
2017-12-23 25.473 1.910 1.611 1.104 69.901 
2017-12-24 24.136 2.628 1.712 1.470 70.055 
2017-12-25 28.775 2.300 1.600 1.038 66.287 
2017-12-26 28.015 1.462 1.294 1.012 68.217 
2017-12-27 27.269 2.201 1.194 0.939 68.397 
2017-12-28 22.508 2.144 1.622 1.250 72.476 
2017-12-29 27.541 2.017 1.456 1.189 67.797 
2017-12-30 26.089 2.073 1.414 1.280 69.144 
2017-12-31 27.999 1.424 1.160 1.180 68.237 
2018-1-1 24.809 1.145 1.527 2.290 70.229 
2018-1-2 0.000 0.000 0.000 0.000 100.000 
2018-1-3 0.000 0.000 0.000 0.000 100.000 
2018-1-4 0.000 0.000 0.000 0.000 100.000 
2018-1-5 0.000 0.000 0.000 0.000 100.000 
2018-1-6 23.139 2.436 1.613 1.407 71.406 
2018-1-7 21.522 2.003 1.489 1.379 73.607 
2018-1-8 15.954 4.699 1.454 1.880 76.013 
2018-1-9 21.909 2.722 1.378 1.350 72.641 
2018-1-10 24.449 2.760 1.150 1.344 70.297 
2018-1-11 25.249 2.152 1.490 1.230 69.879 
2018-1-12 25.086 1.866 1.409 1.124 70.516 
2018-1-13 29.369 1.162 1.373 1.042 67.054 
2018-1-14 31.376 1.036 1.359 1.298 64.931 
2018-1-15 28.531 2.093 1.189 1.281 66.906 
2018-1-16 25.347 2.128 1.228 1.291 70.006 
2018-1-17 25.422 1.908 1.380 1.210 70.081 
2018-1-18 27.159 1.778 1.421 1.292 68.349 
2018-1-19 23.927 1.844 1.496 1.179 71.553 
2018-1-20 27.644 1.121 1.619 0.975 68.641 
2018-1-21 29.014 1.114 1.337 1.176 67.359 
2018-1-22 27.614 2.364 1.244 1.278 67.500 
2018-1-23 27.651 2.063 1.398 1.362 67.526 
2018-1-24 23.067 3.534 1.128 1.674 70.596 
2018-1-25 25.247 2.460 1.490 1.590 69.213 
2018-1-26 24.248 1.847 1.596 1.291 71.017 
2018-1-27 24.616 1.554 1.801 1.492 70.537 
2018-1-28 23.036 1.893 1.932 1.459 71.681 
2018-1-29 17.067 3.584 1.289 1.836 76.224 
2018-1-30 21.440 2.291 1.525 1.636 73.109 
2018-1-31 21.061 2.407 1.271 1.357 73.904 
2018-2-1 21.640 2.425 1.365 1.710 72.860 
2018-2-2 22.622 2.616 1.389 1.513 71.861 
2018-2-3 23.662 1.801 1.616 1.229 71.693 
2018-2-4 24.413 1.390 1.513 1.297 71.387 
2018-2-5 21.762 3.488 1.334 1.710 71.705 
2018-2-6 22.287 3.363 1.359 1.652 71.338 
2018-2-7 21.489 3.454 1.147 2.008 71.902 
2018-2-8 19.687 3.347 1.295 2.041 73.630 
2018-2-9 20.891 2.709 1.456 1.753 73.191 
2018-2-10 24.883 1.724 1.429 1.267 70.696 
2018-2-11 24.931 1.778 1.687 1.721 69.883 
2018-2-12 21.571 3.789 1.300 2.046 71.294 
2018-2-13 21.283 3.082 1.639 2.043 71.953 
2018-2-14 22.076 3.001 1.164 1.921 71.837 
2018-2-15 21.056 3.690 1.094 1.921 72.239 
2018-2-16 22.923 3.104 1.613 1.613 70.747 
2018-2-17 30.073 1.607 1.294 1.165 65.862 
2018-2-18 31.167 1.848 1.327 1.416 64.242 
2018-2-19 22.974 4.152 1.092 1.907 69.875 
2018-2-20 23.164 4.581 1.299 1.818 69.138 
2018-2-21 0.000 0.000 0.000 0.000 100.000 
2018-2-22 0.000 0.000 0.000 0.000 100.000 
